customer_id,lifetime_value
16785,657.26
8479,657.1800000000001
19215,657.06
15845,657.0
4922,656.73
19873,656.6
16632,656.59
1998,655.29
1486,655.2
7387,654.9200000000001
5595,654.42
3912,654.08
8068,653.99
19711,653.59
17775,653.56
10575,653.49
181,653.41
4512,653.2800000000001
2845,653.21
16139,653.15
13250,653.02
19348,653.0
3703,652.62
9780,652.58
5148,652.49
3960,652.19
6587,652.16
8148,652.0300000000001
9827,651.87
10426,651.8
16909,651.6899999999999
14224,651.5799999999999
14798,651.55
587,651.41
10424,651.4
16341,651.26
8494,651.13
12844,650.88
6768,650.6700000000001
7679,650.6300000000001
2011,650.23
17004,650.03
9884,650.02
14722,649.8900000000001
14600,649.8
17224,649.69
18600,649.55
13457,649.1800000000001
1050,648.8100000000001
10475,648.7
1010,648.45
8469,648.07
266,647.9000000000001
4855,647.81
15914,647.78
3140,647.51
8309,647.4300000000001
12689,647.3100000000001
8379,647.26
3490,647.16
19043,647.0699999999999
8645,646.83
15050,646.32
4890,646.28
18424,646.28
19646,646.24
14816,646.18
5481,646.17
8970,646.15
4940,646.09
12725,645.5699999999999
8347,645.46
3791,645.41
2791,645.21
15897,645.12
17954,644.49
3397,644.47
8807,644.41
8491,644.4
13502,644.23
2802,644.12
17793,644.06
14140,643.76
18265,643.65
9205,643.5699999999999
15360,643.09
9623,643.0799999999999
8014,642.77
5981,642.75
1833,642.64
15344,642.46
5166,642.3299999999999
11734,642.24
2169,642.2
17204,641.87
16570,641.86
10608,641.7099999999999
10202,641.6700000000001
8444,641.65
9946,641.59
7435,641.58
10691,641.4300000000001
2869,641.4
6977,641.37
7939,641.26
10247,640.9300000000001
2517,640.84
16977,640.8399999999999
8349,640.8299999999999
6616,640.8199999999999
13953,640.5500000000001
6708,640.5
5118,640.3499999999999
16413,640.31
7322,640.02
11679,639.71
3953,639.43
13610,639.39
15492,639.09
6396,638.81
5837,638.76
2997,638.74
11607,638.6500000000001
2180,638.61
18531,638.09
4682,637.36
12669,637.21
4101,637.17
10013,636.9799999999999
9993,636.83
9646,636.7900000000001
18288,636.74
14559,636.61
8376,636.43
10070,635.84
1303,635.76
4636,635.72
19914,635.7
9892,635.61
1688,635.24
10788,635.23
18361,635.21
11145,635.16
2562,635.0799999999999
7130,635.06
5731,635.02
2914,634.81
9113,634.76
4179,634.53
7956,634.14
10802,633.98
5029,633.9
8519,633.79
14689,633.58
19512,633.5
13303,633.4
8637,633.3399999999999
17734,633.3199999999999
18504,633.28
3443,633.06
19077,632.83
12199,632.83
2001,632.8199999999999
8751,632.66
1780,632.47
19113,632.35
7644,632.1600000000001
4641,632.16
18168,632.05
13683,631.84
8955,631.8
13208,631.59
16560,631.47
18815,631.4599999999999
8235,631.35
9824,630.78
1661,630.77
19372,630.3299999999999
1257,630.32
7954,630.25
7296,630.21
6790,630.1899999999999
13039,630.13
3383,630.11
3301,629.76
18248,629.75
8669,629.75
9844,629.74
12299,629.63
6885,629.57
10884,629.4200000000001
14219,629.39
19871,629.22
7259,629.18
14137,628.9200000000001
18712,628.85
16237,628.56
9535,628.42
12306,628.21
18332,628.12
4640,627.3
5121,626.72
18799,626.63
10903,626.55
7036,626.49
11515,626.32
16855,626.08
14464,626.02
13300,626.0
15022,625.91
2716,625.55
9614,625.49
12692,625.15
8187,625.11
4386,625.09
9757,624.84
10251,624.46
1796,624.2399999999999
18952,624.1
9423,623.72
17103,623.7
18789,623.65
4478,623.5500000000001
4856,623.47
3982,623.4699999999999
18995,623.4499999999999
17367,623.18
14350,623.17
3690,623.13
13588,623.06
4452,622.97
619,622.9300000000001
5807,622.81
13427,622.57
13934,622.33
4524,622.3299999999999
16605,622.13
3998,622.02
16391,621.83
2705,621.62
11229,621.59
11994,621.57
4315,621.33
5690,621.25
4135,621.12
10406,620.9599999999999
16053,620.63
8345,620.56
6519,620.28
16522,620.12
345,620.09
19425,619.8299999999999
11822,619.78
18188,619.72
3988,619.53
12360,619.23
16868,619.22
8266,619.1600000000001
18136,619.1500000000001
12874,618.93
6405,618.92
14565,618.53
318,618.1800000000001
17473,617.73
4432,617.3499999999999
13638,617.29
12959,617.21
9539,616.96
838,616.8299999999999
19659,616.8199999999999
14884,616.73
19650,616.6400000000001
10345,616.51
4779,616.38
18158,616.35
19097,616.12
13753,615.8499999999999
6804,615.62
17373,615.56
7243,615.56
399,614.89
8518,614.79
17904,614.34
6662,614.31
10975,614.04
10628,613.94
4990,613.76
15825,613.6800000000001
6558,613.49
9301,613.11
5227,613.03
4405,612.96
8185,612.9499999999999
12303,612.93
3423,612.9
14539,612.78
4630,612.54
12899,612.31
14311,612.21
18357,611.86
3329,611.69
632,611.69
16663,611.66
5178,611.2
10552,611.11
11400,610.83
14253,610.8
7071,610.34
11242,610.0
19289,609.85
7505,609.8499999999999
14348,609.76
15136,609.58
10414,609.28
10631,609.09
10774,608.4
8051,608.3199999999999
7266,608.23
3805,608.23
9132,607.9
12939,607.7
6024,607.66
6997,607.43
4290,607.38
9541,607.3
4882,607.11
15124,607.1
12364,607.0999999999999
12881,606.9300000000001
15733,606.87
7645,606.64
17264,606.56
11644,606.53
19419,606.4300000000001
14776,606.39
6630,606.2
3027,606.15
16980,605.84
3013,605.84
8471,605.62
12203,605.54
9719,605.5
13880,605.29
13713,605.13
4491,605.0699999999999
12638,605.05
18555,605.02
4638,604.48
11671,604.28
19868,604.01
10504,603.89
6292,603.76
3699,603.74
11916,603.6
1004,603.53
11792,603.45
6366,603.4000000000001
591,603.29
1936,603.22
15334,602.74
16046,602.48
398,602.46
13080,602.4200000000001
19355,602.27
18494,601.83
637,601.77
101,601.5699999999999
4152,601.48
5107,601.15
13581,601.03
18832,600.71
12111,599.66
19241,599.65
4111,599.43
3413,599.39
2683,599.39
14112,599.31
9740,599.11
15538,598.99
12572,598.7900000000001
1177,598.77
13346,598.6
14702,598.5
8822,598.11
2096,597.94
17143,597.7
10743,597.57
3419,597.4100000000001
1732,597.26
611,597.26
4650,597.24
11756,597.13
18852,597.02
1548,596.92
5779,596.8
2707,596.59
18144,596.1700000000001
10549,596.03
5518,595.97
6382,595.3000000000001
7660,594.94
18695,594.71
14438,594.71
11240,594.63
19813,594.53
6685,594.1500000000001
5363,593.99
4612,593.9000000000001
17008,593.8
4795,593.74
14903,593.65
1959,593.51
11261,593.49
10291,593.4399999999999
18882,593.42
1109,593.14
16760,592.98
19606,592.9
13292,592.75
14020,592.4699999999999
16238,592.36
6210,592.35
1419,592.34
8940,592.21
2354,592.1800000000001
12328,592.14
2467,592.0
11638,591.9200000000001
19795,591.89
5759,591.8199999999999
11355,591.81
3060,591.55
17323,591.4399999999999
738,591.38
15473,591.24
