order_time,total_sales
2020-04-28,2445.09
2020-04-29,1833.0
2020-04-30,745.35
2020-05-01,1709.78
2020-05-02,1903.52
2020-05-03,1628.11
2020-05-04,1981.02
2020-05-05,2092.04
2020-05-06,2296.24
2020-05-07,1875.45
2020-05-08,1199.25
2020-05-09,3771.8399999999997
2020-05-10,1012.5600000000001
2020-05-11,3508.4100000000003
2020-05-12,1405.94
2020-05-13,2758.13
2020-05-14,2306.21
2020-05-15,1654.99
2020-05-16,706.63
2020-05-17,2346.67
2020-05-18,1833.21
2020-05-19,1549.35
2020-05-20,1197.3
2020-05-21,1479.54
2020-05-22,1996.92
2020-05-23,2093.3
2020-05-24,2274.58
2020-05-25,1047.05
2020-05-26,1541.78
2020-05-27,2651.86
2020-05-28,1457.14
2020-05-29,2360.7599999999998
2020-05-30,1355.68
2020-05-31,2960.84
2020-06-01,2636.84
2020-06-02,2106.35
2020-06-03,1466.3
2020-06-04,1845.57
2020-06-05,2788.9900000000002
2020-06-06,5195.95
2020-06-07,2075.35
2020-06-08,1470.9199999999998
2020-06-09,3011.09
2020-06-10,1256.16
2020-06-11,752.95
2020-06-12,2619.21
2020-06-13,1519.9
2020-06-14,1222.07
2020-06-15,1581.7600000000002
2020-06-16,2158.57
2020-06-17,3227.9700000000003
2020-06-18,1266.33
2020-06-19,1300.63
2020-06-20,1635.1100000000001
2020-06-21,4239.04
2020-06-22,2616.62
2020-06-23,1868.1
2020-06-24,1769.06
2020-06-25,912.0600000000001
2020-06-26,2531.36
2020-06-27,2385.72
2020-06-28,2348.16
2020-06-29,2842.7200000000003
2020-06-30,1850.19
2020-07-01,970.3
2020-07-02,1001.31
2020-07-03,1159.8899999999999
2020-07-04,2110.7599999999998
2020-07-05,1134.66
2020-07-06,2075.38
2020-07-07,739.8299999999999
2020-07-08,2016.1100000000001
2020-07-09,2082.67
2020-07-10,3022.99
2020-07-11,1443.44
2020-07-12,905.71
2020-07-13,1122.89
2020-07-14,1882.0800000000002
2020-07-15,1433.75
2020-07-16,1558.22
2020-07-17,2187.88
2020-07-18,3059.3399999999997
2020-07-19,1109.24
2020-07-20,958.03
2020-07-21,2361.33
2020-07-22,3440.79
2020-07-23,1161.87
2020-07-24,2077.49
2020-07-25,1866.78
2020-07-26,1970.19
2020-07-27,774.96
2020-07-28,2724.37
2020-07-29,1224.51
2020-07-30,888.34
2020-07-31,3335.99
2020-08-01,3594.64
2020-08-02,2460.75
2020-08-03,4145.3
2020-08-04,2499.37
2020-08-05,2826.45
2020-08-06,2371.21
2020-08-07,1489.57
2020-08-08,2110.07
2020-08-09,1816.18
2020-08-10,767.13
2020-08-11,1526.77
2020-08-12,2706.58
2020-08-13,1511.24
2020-08-14,1243.24
2020-08-15,2022.98
2020-08-16,1316.49
2020-08-17,1122.81
2020-08-18,996.83
2020-08-19,1737.17
2020-08-20,2033.19
2020-08-21,1094.41
2020-08-22,1698.2
2020-08-23,1562.22
2020-08-24,962.35
2020-08-25,1012.74
2020-08-26,1947.6200000000001
2020-08-27,2178.13
2020-08-28,1052.88
2020-08-29,2238.28
2020-08-30,4207.67
2020-08-31,1998.0
2020-09-01,1919.33
2020-09-02,2275.19
2020-09-03,1434.1399999999999
2020-09-04,3720.38
2020-09-05,1736.58
2020-09-06,1653.81
2020-09-07,2897.82
2020-09-08,1629.2
2020-09-09,2607.55
2020-09-10,2094.19
2020-09-11,3322.69
2020-09-12,1607.3700000000001
2020-09-13,2067.61
2020-09-14,1598.11
2020-09-15,3198.58
2020-09-16,1497.61
2020-09-17,1647.66
2020-09-18,3120.27
2020-09-19,3084.97
2020-09-20,1468.94
2020-09-21,2469.59
2020-09-22,1768.49
2020-09-23,601.62
2020-09-24,1700.98
2020-09-25,1436.35
2020-09-26,1345.4199999999998
2020-09-27,2506.04
2020-09-28,2351.0299999999997
2020-09-29,1796.56
2020-09-30,3280.25
2020-10-01,2343.07
2020-10-02,2902.5
2020-10-03,2291.5299999999997
2020-10-04,2226.08
2020-10-05,2524.56
2020-10-06,2322.08
2020-10-07,3652.71
2020-10-08,2043.21
2020-10-09,2525.32
2020-10-10,907.0600000000001
2020-10-11,2755.31
2020-10-12,2411.4700000000003
2020-10-13,1765.84
2020-10-14,1646.27
2020-10-15,1087.54
2020-10-16,2857.72
2020-10-17,1574.44
2020-10-18,1967.1
2020-10-19,1589.84
2020-10-20,2427.13
2020-10-21,1113.12
2020-10-22,4119.83
2020-10-23,2459.48
2020-10-24,1132.52
2020-10-25,2236.88
2020-10-26,1879.28
2020-10-27,3196.13
2020-10-28,1592.72
2020-10-29,2848.91
2020-10-30,2211.26
2020-10-31,1705.44
2020-11-01,2657.86
2020-11-02,2655.6499999999996
2020-11-03,1453.74
2020-11-04,2955.47
2020-11-05,1903.61
2020-11-06,1762.8899999999999
2020-11-07,2887.28
2020-11-08,2470.88
2020-11-09,1061.06
2020-11-10,1317.3600000000001
2020-11-11,901.04
2020-11-12,1666.3
2020-11-13,4537.61
2020-11-14,1427.25
2020-11-15,2237.55
2020-11-16,1900.31
2020-11-17,2629.48
2020-11-18,935.82
2020-11-19,1511.92
2020-11-20,2296.56
2020-11-21,1499.64
2020-11-22,1815.8300000000002
2020-11-23,2069.88
2020-11-24,1428.3899999999999
2020-11-25,2476.21
2020-11-26,2089.6
2020-11-27,1712.57
2020-11-28,1678.93
2020-11-29,1342.74
2020-11-30,1031.8700000000001
2020-12-01,2404.69
2020-12-02,2795.68
2020-12-03,1293.31
2020-12-04,3147.95
2020-12-05,3288.8599999999997
2020-12-06,2665.95
2020-12-07,1312.1399999999999
2020-12-08,1244.53
2020-12-09,2687.21
2020-12-10,713.8100000000001
2020-12-11,1878.72
2020-12-12,1613.3
2020-12-13,1539.64
2020-12-14,2152.38
2020-12-15,1218.19
2020-12-16,1573.7
2020-12-17,3315.18
2020-12-18,1369.68
2020-12-19,3609.38
2020-12-20,1938.73
2020-12-21,1930.48
2020-12-22,1140.02
2020-12-23,1893.98
2020-12-24,3034.31
2020-12-25,2268.09
2020-12-26,2358.19
2020-12-27,2577.39
2020-12-28,1916.93
2020-12-29,1634.47
2020-12-30,2549.57
2020-12-31,769.81
2021-01-01,2487.33
2021-01-02,1750.74
2021-01-03,2310.0899999999997
2021-01-04,3890.94
2021-01-05,1686.66
2021-01-06,1241.06
2021-01-07,2767.44
2021-01-08,4153.639999999999
2021-01-09,2561.02
2021-01-10,2445.61
2021-01-11,2751.6400000000003
2021-01-12,1454.9
2021-01-13,3160.38
2021-01-14,2478.16
2021-01-15,2382.54
2021-01-16,1133.1
2021-01-17,1037.57
2021-01-18,1560.48
2021-01-19,2525.93
2021-01-20,2110.91
2021-01-21,2072.94
2021-01-22,1351.31
2021-01-23,1419.31
2021-01-24,1342.39
2021-01-25,1866.52
2021-01-26,3744.8
2021-01-27,1381.74
2021-01-28,2116.64
2021-01-29,2928.68
2021-01-30,3353.77
2021-01-31,1943.44
2021-02-01,1374.99
2021-02-02,2461.9900000000002
2021-02-03,2207.67
2021-02-04,1106.85
2021-02-05,2184.67
2021-02-06,3600.84
2021-02-07,2345.54
2021-02-08,2137.8
2021-02-09,1529.35
2021-02-10,1369.65
2021-02-11,2753.41
2021-02-12,3140.65
2021-02-13,2780.94
2021-02-14,3541.98
2021-02-15,1228.22
2021-02-16,2285.32
2021-02-17,2215.96
2021-02-18,1936.95
2021-02-19,2168.08
2021-02-20,1954.55
2021-02-21,1413.25
2021-02-22,2251.42
2021-02-23,2709.15
2021-02-24,3245.7
2021-02-25,1268.32
2021-02-26,1451.91
2021-02-27,1956.39
2021-02-28,1144.1
2021-03-01,3242.38
2021-03-02,1511.29
2021-03-03,1280.1
2021-03-04,1293.21
2021-03-05,774.22
2021-03-06,2014.6
2021-03-07,2094.9700000000003
2021-03-08,2215.06
2021-03-09,2531.2799999999997
2021-03-10,2047.76
2021-03-11,2698.5
2021-03-12,1684.55
2021-03-13,1775.43
2021-03-14,2487.17
2021-03-15,1825.1
2021-03-16,2003.04
2021-03-17,2889.36
2021-03-18,2578.98
2021-03-19,1353.42
2021-03-20,2302.44
2021-03-21,2302.15
2021-03-22,2399.2
2021-03-23,4693.48
2021-03-24,1236.41
2021-03-25,3952.16
2021-03-26,1505.1100000000001
2021-03-27,2233.23
2021-03-28,3403.5499999999997
2021-03-29,1348.51
2021-03-30,1228.17
2021-03-31,2861.06
2021-04-01,3271.2400000000002
2021-04-02,1570.19
2021-04-03,2646.52
2021-04-04,1729.54
2021-04-05,2937.65
2021-04-06,1261.83
2021-04-07,1142.05
2021-04-08,1627.58
2021-04-09,1117.99
2021-04-10,1543.93
2021-04-11,1444.48
2021-04-12,2050.43
2021-04-13,2280.32
2021-04-14,3041.9
2021-04-15,2517.15
2021-04-16,2436.91
2021-04-17,2148.96
2021-04-18,2856.57
2021-04-19,2186.26
2021-04-20,1573.12
2021-04-21,2137.39
2021-04-22,1614.59
2021-04-23,2436.91
2021-04-24,2112.86
2021-04-25,2157.9700000000003
2021-04-26,4028.31
2021-04-27,2701.11
2021-04-28,2690.25
2021-04-29,1332.49
2021-04-30,2017.27
2021-05-01,2166.7
2021-05-02,1654.44
2021-05-03,2293.11
2021-05-04,4028.79
2021-05-05,2772.25
2021-05-06,1130.51
2021-05-07,1111.43
2021-05-08,1778.35
2021-05-09,1201.24
2021-05-10,2203.17
2021-05-11,860.89
2021-05-12,2808.7400000000002
2021-05-13,2062.62
2021-05-14,2334.99
2021-05-15,1672.17
2021-05-16,1372.1100000000001
2021-05-17,1754.9
2021-05-18,2100.44
2021-05-19,1205.99
2021-05-20,1963.39
2021-05-21,2700.81
2021-05-22,1322.1
2021-05-23,2256.31
2021-05-24,2119.45
2021-05-25,1792.95
2021-05-26,1485.32
2021-05-27,2334.33
2021-05-28,4075.92
2021-05-29,2259.2599999999998
2021-05-30,1212.8700000000001
2021-05-31,2714.5299999999997
2021-06-01,1338.34
2021-06-02,2126.89
2021-06-03,3124.92
2021-06-04,2370.08
2021-06-05,1995.92
2021-06-06,1637.06
2021-06-07,1744.02
2021-06-08,1715.1000000000001
2021-06-09,3672.8199999999997
2021-06-10,543.0
2021-06-11,1904.09
2021-06-12,1951.83
2021-06-13,2123.58
2021-06-14,2960.35
2021-06-15,2114.46
2021-06-16,2000.3799999999999
2021-06-17,2047.7
2021-06-18,1056.08
2021-06-19,2604.13
2021-06-20,1003.37
2021-06-21,2894.21
2021-06-22,1218.01
2021-06-23,1266.55
2021-06-24,2044.8
2021-06-25,2960.71
2021-06-26,2796.29
2021-06-27,3346.03
2021-06-28,2883.41
2021-06-29,3119.74
2021-06-30,1832.33
2021-07-01,1954.61
2021-07-02,2267.9300000000003
2021-07-03,2031.64
2021-07-04,2746.08
2021-07-05,2674.12
2021-07-06,3270.56
2021-07-07,2645.59
2021-07-08,4282.349999999999
2021-07-09,2752.95
2021-07-10,3341.29
2021-07-11,1383.82
2021-07-12,2499.12
2021-07-13,1167.62
2021-07-14,1151.39
2021-07-15,1404.48
2021-07-16,2342.5
2021-07-17,3322.65
2021-07-18,2567.0
2021-07-19,1865.36
2021-07-20,1477.67
2021-07-21,1697.21
2021-07-22,4986.78
2021-07-23,2470.2999999999997
2021-07-24,3573.38
2021-07-25,2093.84
2021-07-26,1991.02
2021-07-27,1158.81
2021-07-28,3099.42
2021-07-29,2183.14
2021-07-30,4068.64
2021-07-31,2003.1200000000001
2021-08-01,2255.51
2021-08-02,1718.24
2021-08-03,2148.76
2021-08-04,2113.63
2021-08-05,3626.05
2021-08-06,1491.64
2021-08-07,1803.31
2021-08-08,2587.33
2021-08-09,1527.59
2021-08-10,2586.82
2021-08-11,2505.96
2021-08-12,1279.34
2021-08-13,2687.9700000000003
2021-08-14,858.98
2021-08-15,1752.8
2021-08-16,2140.13
2021-08-17,1478.72
2021-08-18,1619.31
2021-08-19,2348.61
2021-08-20,2106.83
2021-08-21,1348.4099999999999
2021-08-22,1922.49
2021-08-23,4674.29
2021-08-24,2802.93
2021-08-25,1245.38
2021-08-26,1442.86
2021-08-27,2139.65
2021-08-28,1602.98
2021-08-29,650.67
2021-08-30,1871.57
2021-08-31,1670.9399999999998
2021-09-01,1982.24
2021-09-02,2486.84
2021-09-03,1376.73
2021-09-04,2399.96
2021-09-05,1681.9299999999998
2021-09-06,1735.75
2021-09-07,1666.9099999999999
2021-09-08,1414.8300000000002
2021-09-09,2462.7
2021-09-10,2238.7799999999997
2021-09-11,2170.7
2021-09-12,1479.35
2021-09-13,1392.5
2021-09-14,2850.95
2021-09-15,2074.18
2021-09-16,766.4200000000001
2021-09-17,3416.75
2021-09-18,2433.81
2021-09-19,1650.05
2021-09-20,1931.69
2021-09-21,2022.39
2021-09-22,2370.4700000000003
2021-09-23,2428.83
2021-09-24,732.4
2021-09-25,2214.1
2021-09-26,2468.99
2021-09-27,1648.97
2021-09-28,1426.52
2021-09-29,2444.44
2021-09-30,2152.55
2021-10-01,2090.36
2021-10-02,2678.17
2021-10-03,2752.42
2021-10-04,2624.58
2021-10-05,1403.99
2021-10-06,2517.0699999999997
2021-10-07,1658.4
2021-10-08,1971.48
2021-10-09,2351.95
2021-10-10,3312.94
2021-10-11,2719.78
2021-10-12,1049.65
2021-10-13,1320.62
2021-10-14,3369.17
2021-10-15,1626.07
2021-10-16,2147.88
2021-10-17,1476.5
2021-10-18,914.1800000000001
2021-10-19,2358.0299999999997
2021-10-20,2441.75
2021-10-21,3249.2599999999998
2021-10-22,2441.28
2021-10-23,1763.39
2021-10-24,1829.31
2021-10-25,1937.0
2021-10-26,2161.51
2021-10-27,1172.26
2021-10-28,2609.06
2021-10-29,2459.51
2021-10-30,1633.39
2021-10-31,1941.1399999999999
2021-11-01,2134.18
2021-11-02,2545.08
2021-11-03,435.03999999999996
2021-11-04,2377.02
2021-11-05,1279.7
2021-11-06,2174.34
2021-11-07,2246.89
2021-11-08,1768.3500000000001
2021-11-09,1977.07
2021-11-10,1885.17
2021-11-11,1726.3899999999999
2021-11-12,3972.79
2021-11-13,2118.09
2021-11-14,2346.64
2021-11-15,3054.46
2021-11-16,2366.4900000000002
2021-11-17,1650.47
2021-11-18,1699.29
2021-11-19,1952.5900000000001
2021-11-20,1500.18
2021-11-21,2447.39
2021-11-22,2966.7999999999997
2021-11-23,2713.4700000000003
2021-11-24,2458.83
2021-11-25,2518.9
2021-11-26,2966.06
2021-11-27,3117.16
2021-11-28,2056.58
2021-11-29,1458.26
2021-11-30,2136.61
2021-12-01,1823.86
2021-12-02,841.5500000000001
2021-12-03,674.2
2021-12-04,1816.01
2021-12-05,1957.8500000000001
2021-12-06,2139.21
2021-12-07,2518.78
2021-12-08,2359.29
2021-12-09,2311.45
2021-12-10,2775.3399999999997
2021-12-11,2293.19
2021-12-12,1518.08
2021-12-13,554.64
2021-12-14,1096.44
2021-12-15,2433.94
2021-12-16,4636.86
2021-12-17,1630.21
2021-12-18,3395.69
2021-12-19,4300.68
2021-12-20,2789.81
2021-12-21,2009.05
2021-12-22,1161.11
2021-12-23,2315.5
2021-12-24,1962.39
2021-12-25,2684.16
2021-12-26,2780.39
2021-12-27,1823.99
2021-12-28,2090.65
2021-12-29,1496.7
2021-12-30,3584.23
2021-12-31,1556.93
2022-01-01,1578.8200000000002
2022-01-02,1692.44
2022-01-03,679.25
2022-01-04,2324.77
2022-01-05,2367.2599999999998
2022-01-06,2719.92
2022-01-07,1774.9599999999998
2022-01-08,2878.5499999999997
2022-01-09,1966.24
2022-01-10,2143.33
2022-01-11,1365.61
2022-01-12,923.28
2022-01-13,2316.8
2022-01-14,1717.28
2022-01-15,4054.28
2022-01-16,2528.76
2022-01-17,1616.73
2022-01-18,2373.94
2022-01-19,2532.11
2022-01-20,1285.69
2022-01-21,2865.48
2022-01-22,1430.63
2022-01-23,1550.34
2022-01-24,2227.46
2022-01-25,2859.74
2022-01-26,2011.46
2022-01-27,3684.85
2022-01-28,1280.67
2022-01-29,1369.76
2022-01-30,2015.15
2022-01-31,871.4399999999999
2022-02-01,2151.5299999999997
2022-02-02,3902.0099999999998
2022-02-03,1501.79
2022-02-04,1551.59
2022-02-05,1958.43
2022-02-06,1334.6699999999998
2022-02-07,2691.67
2022-02-08,1584.97
2022-02-09,2346.44
2022-02-10,2096.65
2022-02-11,2366.59
2022-02-12,2213.23
2022-02-13,2391.0699999999997
2022-02-14,2324.39
2022-02-15,3186.65
2022-02-16,2112.72
2022-02-17,1911.8
2022-02-18,975.08
2022-02-19,2307.0
2022-02-20,1316.72
2022-02-21,1967.57
2022-02-22,1853.4399999999998
2022-02-23,2312.5
2022-02-24,1405.63
2022-02-25,923.15
2022-02-26,738.53
2022-02-27,1108.19
2022-02-28,1816.1399999999999
2022-03-01,1905.79
2022-03-02,2181.58
2022-03-03,1676.63
2022-03-04,2273.47
2022-03-05,2395.62
2022-03-06,1192.3
2022-03-07,1637.44
2022-03-08,1451.53
2022-03-09,2135.2200000000003
2022-03-10,2548.15
2022-03-11,824.0
2022-03-12,1149.32
2022-03-13,4144.71
2022-03-14,3250.64
2022-03-15,1819.75
2022-03-16,1117.69
2022-03-17,3271.22
2022-03-18,3049.87
2022-03-19,1909.12
2022-03-20,3350.56
2022-03-21,2160.88
2022-03-22,2139.56
2022-03-23,2492.38
2022-03-24,1972.63
2022-03-25,1526.0
2022-03-26,1500.1
2022-03-27,2005.11
2022-03-28,1906.77
2022-03-29,2259.45
2022-03-30,1349.6
2022-03-31,2067.81
2022-04-01,2392.6
2022-04-02,1008.3199999999999
2022-04-03,1513.57
2022-04-04,1414.47
2022-04-05,3686.52
2022-04-06,1168.45
2022-04-07,3817.27
2022-04-08,959.27
2022-04-09,1276.76
2022-04-10,1801.57
2022-04-11,2058.74
2022-04-12,4040.4
2022-04-13,1506.56
2022-04-14,1404.91
2022-04-15,1678.87
2022-04-16,1362.18
2022-04-17,2894.63
2022-04-18,1954.9299999999998
2022-04-19,2000.6200000000001
2022-04-20,1578.36
2022-04-21,1368.14
2022-04-22,1024.94
2022-04-23,2434.96
2022-04-24,1458.57
2022-04-25,1587.67
2022-04-26,2498.39
2022-04-27,919.67
2022-04-28,2824.51
2022-04-29,1296.28
2022-04-30,1601.1100000000001
2022-05-01,2088.6
2022-05-02,1726.5
2022-05-03,2436.3
2022-05-04,1987.26
2022-05-05,2021.03
2022-05-06,2384.51
2022-05-07,1858.65
2022-05-08,3183.13
2022-05-09,2540.95
2022-05-10,2733.64
2022-05-11,1692.84
2022-05-12,3098.54
2022-05-13,1000.42
2022-05-14,1016.6700000000001
2022-05-15,1787.76
2022-05-16,1169.07
2022-05-17,1407.25
2022-05-18,2206.31
2022-05-19,3191.53
2022-05-20,1605.72
2022-05-21,1155.28
2022-05-22,1179.3
2022-05-23,3513.84
2022-05-24,2740.66
2022-05-25,4793.94
2022-05-26,3304.63
2022-05-27,1543.9
2022-05-28,1885.6100000000001
2022-05-29,2323.05
2022-05-30,2672.94
2022-05-31,1547.1200000000001
2022-06-01,2384.02
2022-06-02,1887.43
2022-06-03,1575.38
2022-06-04,2255.5099999999998
2022-06-05,3096.01
2022-06-06,2223.6
2022-06-07,1650.08
2022-06-08,2023.03
2022-06-09,1735.48
2022-06-10,1654.23
2022-06-11,2022.6299999999999
2022-06-12,2868.31
2022-06-13,863.49
2022-06-14,1898.85
2022-06-15,2346.79
2022-06-16,1847.3
2022-06-17,2348.39
2022-06-18,1200.47
2022-06-19,1759.85
2022-06-20,809.13
2022-06-21,2789.2
2022-06-22,1353.59
2022-06-23,2635.7799999999997
2022-06-24,2237.31
2022-06-25,614.22
2022-06-26,2082.41
2022-06-27,1771.88
2022-06-28,2154.38
2022-06-29,2600.23
2022-06-30,1893.1100000000001
2022-07-01,1660.59
2022-07-02,1598.34
2022-07-03,1136.72
2022-07-04,2789.88
2022-07-05,900.26
2022-07-06,2850.33
2022-07-07,2221.36
2022-07-08,3935.62
2022-07-09,2883.36
2022-07-10,1646.25
2022-07-11,2976.77
2022-07-12,1663.1899999999998
2022-07-13,3035.24
2022-07-14,2594.3199999999997
2022-07-15,1653.3200000000002
2022-07-16,1164.6399999999999
2022-07-17,2514.16
2022-07-18,2773.8199999999997
2022-07-19,1815.84
2022-07-20,3731.63
2022-07-21,2400.4700000000003
2022-07-22,2872.18
2022-07-23,1819.28
2022-07-24,1540.62
2022-07-25,1611.49
2022-07-26,4101.92
2022-07-27,2221.02
2022-07-28,1516.01
2022-07-29,2019.51
2022-07-30,2362.86
2022-07-31,2180.5499999999997
2022-08-01,1959.71
2022-08-02,1243.44
2022-08-03,3017.0
2022-08-04,1099.35
2022-08-05,1287.9
2022-08-06,2198.66
2022-08-07,1000.48
2022-08-08,3144.75
2022-08-09,2492.08
2022-08-10,3202.89
2022-08-11,3887.71
2022-08-12,1188.48
2022-08-13,2354.55
2022-08-14,1941.99
2022-08-15,3315.15
2022-08-16,2424.07
2022-08-17,1629.42
2022-08-18,4675.15
2022-08-19,2519.58
2022-08-20,2304.22
2022-08-21,1310.83
2022-08-22,1986.94
2022-08-23,2382.46
2022-08-24,2192.12
2022-08-25,2000.37
2022-08-26,1408.74
2022-08-27,1887.65
2022-08-28,3494.22
2022-08-29,3663.28
2022-08-30,2572.13
2022-08-31,1466.29
2022-09-01,3106.7200000000003
2022-09-02,2600.08
2022-09-03,3292.37
2022-09-04,3388.7400000000002
2022-09-05,1663.1100000000001
2022-09-06,1564.32
2022-09-07,1464.62
2022-09-08,1485.49
2022-09-09,3112.08
2022-09-10,439.38
2022-09-11,1520.05
2022-09-12,1548.07
2022-09-13,2520.49
2022-09-14,2443.66
2022-09-15,2065.87
2022-09-16,816.3
2022-09-17,2016.31
2022-09-18,2215.89
2022-09-19,1405.13
2022-09-20,1145.35
2022-09-21,3116.56
2022-09-22,2382.76
2022-09-23,2124.85
2022-09-24,2854.17
2022-09-25,2963.6
2022-09-26,2512.86
2022-09-27,744.17
2022-09-28,1763.12
2022-09-29,3002.97
2022-09-30,871.86
2022-10-01,2570.92
2022-10-02,1621.03
2022-10-03,2087.98
2022-10-04,2220.74
2022-10-05,1645.99
2022-10-06,1638.3400000000001
2022-10-07,2709.72
2022-10-08,1724.5
2022-10-09,728.62
2022-10-10,3419.98
2022-10-11,2254.25
2022-10-12,2235.73
2022-10-13,3817.77
2022-10-14,1131.42
2022-10-15,1438.06
2022-10-16,2047.55
2022-10-17,1872.05
2022-10-18,2008.62
2022-10-19,1759.6
2022-10-20,1981.6299999999999
2022-10-21,814.9
2022-10-22,1873.32
2022-10-23,2444.28
2022-10-24,1896.91
2022-10-25,2263.97
2022-10-26,1880.4
2022-10-27,1999.42
2022-10-28,1289.57
2022-10-29,1619.0
2022-10-30,4202.01
2022-10-31,2299.96
2022-11-01,2850.96
2022-11-02,1855.15
2022-11-03,1344.04
2022-11-04,1706.82
2022-11-05,2485.39
2022-11-06,2751.79
2022-11-07,2372.91
2022-11-08,1422.78
2022-11-09,613.39
2022-11-10,1839.15
2022-11-11,1654.28
2022-11-12,2522.39
2022-11-13,2479.4900000000002
2022-11-14,737.7900000000001
2022-11-15,3674.0099999999998
2022-11-16,3166.8199999999997
2022-11-17,2171.17
2022-11-18,2387.2799999999997
2022-11-19,1733.85
2022-11-20,2901.7200000000003
2022-11-21,1312.71
2022-11-22,2937.86
2022-11-23,931.74
2022-11-24,2484.45
2022-11-25,2430.0899999999997
2022-11-26,2567.11
2022-11-27,991.18
2022-11-28,2838.16
2022-11-29,2449.12
2022-11-30,2790.5499999999997
2022-12-01,2319.01
2022-12-02,2473.91
2022-12-03,1848.02
2022-12-04,2364.82
2022-12-05,3738.36
2022-12-06,2161.55
2022-12-07,1262.76
2022-12-08,1081.47
2022-12-09,2218.53
2022-12-10,2610.16
2022-12-11,2926.17
2022-12-12,3862.17
2022-12-13,2138.02
2022-12-14,1151.13
2022-12-15,1599.66
2022-12-16,1043.26
2022-12-17,2082.69
2022-12-18,1352.28
2022-12-19,1981.17
2022-12-20,1278.48
2022-12-21,1132.97
2022-12-22,2111.57
2022-12-23,1922.69
2022-12-24,2384.87
2022-12-25,3174.88
2022-12-26,1485.91
2022-12-27,998.45
2022-12-28,2993.97
2022-12-29,1557.22
2022-12-30,2229.46
2022-12-31,1809.73
2023-01-01,2121.92
2023-01-02,926.13
2023-01-03,2539.35
2023-01-04,2326.4700000000003
2023-01-05,1592.51
2023-01-06,4057.69
2023-01-07,1996.8899999999999
2023-01-08,1956.3899999999999
2023-01-09,2724.63
2023-01-10,2268.2599999999998
2023-01-11,2806.39
2023-01-12,3671.85
2023-01-13,1210.6200000000001
2023-01-14,1733.64
2023-01-15,3196.33
2023-01-16,3116.02
2023-01-17,2628.42
2023-01-18,1813.39
2023-01-19,2665.09
2023-01-20,1804.56
2023-01-21,2101.03
2023-01-22,3081.5
2023-01-23,2451.27
2023-01-24,2364.65
2023-01-25,2900.87
2023-01-26,1919.3
2023-01-27,2583.44
2023-01-28,3019.23
